,fX,fY,fZ,mQATruth
395,"[5.74434757232666, 8.695332527160645, 2.811753511428833, -2.10663104057312, -2.329103946685791, 1.6024714708328247, -3.717522382736206, -4.707490921020508, -3.7817368507385254, -3.908447742462158, -6.31122350692749, -5.9821343421936035, -5.47368049621582, -3.9293394088745117, -9.436859130859375, -3.7817368507385254, -3.9916183948516846, -5.528385162353516, -4.44844388961792, -22.186290740966797, -22.624906539916992, -14.440470695495605, -11.885883331298828, -11.595614433288574, -17.06636619567871, -17.110971450805664, -24.91694450378418, -20.513324737548828, -2.428645133972168, 2.811753511428833, -3.6000781059265137, 17.967992782592773, 3.3433542251586914, 1.0616282224655151, 8.775030136108398, 3.3882484436035156, 5.270772933959961, -2.0817301273345947, -2.596698522567749, -5.315731525421143, -3.908447742462158, -3.950165271759033, -4.053296089172363, -7.08869743347168, -3.7817368507385254, -4.371713161468506, -2.10663104057312, -1.627962350845337, -0.6964675188064575, -5.412738800048828, -1.9567110538482666, -9.773382186889648, -6.407778739929199, -6.295177936553955, -6.316360950469971, -9.219917297363281, -6.435224533081055, -12.135915756225586, -5.594683647155762, -19.49349594116211, -17.08881187438965, -22.186290740966797, -24.43531608581543, -21.790552139282227, -19.775365829467773, -4.254428863525391, 2.811753511428833, 1.2721538543701172, 2.811753511428833]","[7.329742431640625, 3.333744764328003, 5.790979862213135, 6.0830512046813965, 6.001389980316162, 6.234860897064209, 5.25560998916626, 4.3910064697265625, 5.209594249725342, 5.1152167320251465, 1.2688050270080566, 2.3781239986419678, 3.3882484436035156, 5.099185943603516, 7.712382793426514, 5.209594249725342, 5.0505828857421875, 3.298236131668091, 4.653252124786377, 8.298563003540039, 7.015074253082275, -4.283888339996338, -2.6946122646331787, -3.751917600631714, -5.522052764892578, -5.382246017456055, -9.203927993774414, -3.51619553565979, -8.990235328674316, -5.790979862213135, -20.498769760131836, -15.435314178466797, 5.501216888427734, 6.349358558654785, 8.45777702331543, 5.47368049621582, 3.6959927082061768, 6.091617584228516, 5.8905487060546875, 3.6310338973999023, 5.1152167320251465, 5.083070278167725, 5.001219272613525, 6.039290428161621, 5.209594249725342, 4.7254133224487305, 6.0830512046813965, 6.2282538414001465, 6.39971399307251, 10.919589042663574, 6.132918357849121, 18.375015258789062, 0.6178807616233826, 1.3461579084396362, 1.2429776191711426, -1.3098798990249634, 0.17114652693271637, 1.1201404333114624, 3.184481620788574, 7.291349411010742, 5.452195167541504, 8.298563003540039, -10.415457725524902, -9.288137435913086, -6.488068103790283, -4.831277370452881, -5.790979862213135, -9.225197792053223, -5.790979862213135]","[165.2620849609375, 178.794921875, 151.7640380859375, 165.2620849609375, 165.2620849609375, 178.7950439453125, 151.763916015625, 151.7640380859375, 151.7640380859375, 151.7640380859375, 165.2620849609375, 165.2620849609375, 178.7950439453125, 178.7950439453125, 178.7950439453125, 178.7950439453125, 178.7950439453125, 178.7950439453125, 178.7950439453125, 166.6571044921875, 166.656982421875, 151.7640380859375, 151.7640380859375, 178.7950439453125, 153.158935546875, 153.158935546875, 180.1900634765625, 180.1900634765625, 151.7640380859375, 165.2620849609375, 180.1900634765625, 153.1578369140625, 155.2462158203125, 168.745849609375, 182.2789306640625, 182.278564453125, 182.27880859375, 155.2479248046875, 155.2479248046875, 168.745849609375, 168.7459716796875, 168.7454833984375, 168.745849609375, 168.745849609375, 168.7459716796875, 168.7459716796875, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.27880859375, 182.2789306640625, 153.852783203125, 155.2435302734375, 155.2320556640625, 155.247314453125, 168.745849609375, 182.2789306640625, 182.27880859375, 182.2789306640625, 153.8529052734375, 153.852783203125, 180.8839111328125, 167.3507080078125, 167.3507080078125, 167.350830078125, 182.2789306640625, 155.2479248046875, 182.2786865234375, 182.2789306640625]",0
396,"[2.336303472518921, 2.2516863346099854, -4.796309471130371, -6.938350677490234, -20.219438552856445, -23.679126739501953, 1.7803211212158203, -4.796309471130371, -21.302791595458984, 1.7803211212158203, 1.7803211212158203]","[20.680953979492188, 20.690338134765625, 4.293811798095703, 6.211436748504639, 17.226163864135742, -0.6297527551651001, -6.186425685882568, 4.293811798095703, 15.866867065429688, -6.186425685882568, -6.186425685882568]","[180.1885986328125, 180.189697265625, 151.7640380859375, 178.7950439453125, 180.1881103515625, 180.188232421875, 165.2620849609375, 168.7459716796875, 167.348876953125, 155.2479248046875, 182.2789306640625]",0
397,"[-6.437163352966309, -3.5435731410980225, -9.312012672424316, 7.199883937835693, 8.848529815673828, -9.312012672424316, -3.5435731410980225, -3.5435731410980225, 8.848529815673828]","[-0.06583219766616821, -5.374429702758789, -0.09523297846317291, -9.833454132080078, -12.189438819885254, -0.09523297846317291, -5.374429702758789, -5.374429702758789, -12.189438819885254]","[151.7640380859375, 165.2620849609375, 178.7950439453125, 151.7640380859375, 178.7950439453125, 168.7459716796875, 155.2479248046875, 182.2789306640625, 168.745849609375]",0
398,"[6.075769901275635, 6.190326690673828, 7.2354607582092285, 2.5387864112854004, 6.075769901275635, 6.2959394454956055, 2.5387864112854004, 3.322572708129883]","[13.782739639282227, 25.83111000061035, 16.413471221923828, -8.959755897521973, 13.782739639282227, 25.805572509765625, -8.959755897521973, -11.725854873657227]","[151.7640380859375, 153.1590576171875, 180.1900634765625, 165.2620849609375, 168.745849609375, 167.3509521484375, 155.2479248046875, 182.2789306640625]",0
399,"[4.03535795211792, 5.04538631439209, -9.30687141418457, -12.225532531738281, 4.848639965057373, 4.848639965057373, 5.459774494171143, 5.04538631439209, -9.305469512939453, -12.180133819580078, -9.92106819152832, -12.225532531738281, 4.848639965057373]","[11.500044822692871, 14.19235610961914, 0.32373252511024475, -8.798593521118164, -4.234630584716797, -4.234630584716797, -3.4106109142303467, 14.19235610961914, 0.36180055141448975, 0.42367681860923767, -7.078670024871826, -8.798593521118164, -4.234630584716797]","[151.7640380859375, 178.7950439453125, 165.2620849609375, 165.2620849609375, 151.7640380859375, 178.7950439453125, 178.7950439453125, 168.745849609375, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625, 168.7459716796875]",0
400,"[-21.431888580322266, -3.824230670928955, -1.729649543762207, -1.7549999952316284, -3.824230670928955, -1.7549999952316284, -3.845381736755371]","[15.692054748535156, -5.178481101989746, -6.200783729553223, -6.1936564445495605, -5.178481101989746, -6.1936564445495605, -5.16279411315918]","[180.189697265625, 165.2620849609375, 151.7640380859375, 178.7950439453125, 155.2479248046875, 168.7459716796875, 182.2789306640625]",0
401,"[-5.901121616363525, -20.77589988708496, -23.645843505859375, 3.8943240642547607, -5.911595344543457, -23.645843505859375, 3.8943240642547607, 4.518501281738281]","[2.5725808143615723, -1.2337473630905151, -1.4041749238967896, -17.509658813476562, 2.5484201908111572, -1.4041749238967896, -17.509658813476562, -20.316083908081055]","[165.2620849609375, 153.1590576171875, 180.1900634765625, 166.6571044921875, 182.2789306640625, 167.3509521484375, 153.8529052734375, 180.8839111328125]",0
402,"[8.617012023925781, 11.379260063171387, -15.161165237426758, -0.27725136280059814, -0.33017072081565857, 9.998136520385742, -12.855575561523438, -13.066829681396484, -15.161165237426758, -0.33017072081565857]","[15.73216438293457, 20.77522850036621, -14.25830364227295, -15.059947967529297, -17.93446159362793, 18.25369644165039, 23.244367599487305, -12.288688659667969, -14.25830364227295, -17.93446159362793]","[153.1590576171875, 180.1900634765625, 166.6571044921875, 151.7640380859375, 180.1900634765625, 167.3509521484375, 153.8529052734375, 153.8529052734375, 180.8839111328125, 167.3509521484375]",0
403,"[-4.796309471130371, -7.900632381439209, -10.433239936828613, -4.796309471130371, -4.796309471130371, -4.761020660400391, -9.166935920715332]","[-4.293811798095703, -16.10384750366211, -21.266056060791016, -4.293811798095703, -4.293811798095703, -4.332907676696777, -18.684951782226562]","[165.2620849609375, 153.1590576171875, 180.1900634765625, 155.2479248046875, 182.2789306640625, 182.278564453125, 167.3509521484375]",0
404,"[11.090842247009277, 13.732572555541992, -4.6369853019714355, -3.0437989234924316, -25.37093734741211, -4.6369853019714355, -2.6743669509887695, -3.413231134414673, -5.452195167541504, -22.585575103759766, 13.70714282989502]","[5.0525617599487305, 6.18832540512085, 14.330989837646484, 23.491125106811523, -7.8665080070495605, 14.330989837646484, 20.63995933532715, 26.3422908782959, 17.08881187438965, -13.980637550354004, 6.244448184967041]","[151.7640380859375, 178.7950439453125, 165.2620849609375, 166.6571044921875, 180.1878662109375, 155.2479248046875, 153.8529052734375, 180.8839111328125, 180.8839111328125, 153.8511962890625, 168.745849609375]",0
405,"[4.998246669769287, 13.945250511169434, 3.022998094558716, -9.013583183288574, -11.139863967895508, 5.2858476638793945, 5.270772933959961, 4.998246669769287, 3.022998094558716, 6.541329860687256, 3.9916183948516846, 13.881936073303223, 15.871622085571289, -11.139863967895508, 5.270772933959961]","[7.857492446899414, 15.449600219726562, 5.683562755584717, 8.20307731628418, 10.138162612915039, -3.674401044845581, -3.6959927082061768, 7.857492446899414, 5.683562755584717, 10.283295631408691, 5.0505828857421875, 15.506515502929688, 17.583778381347656, 10.138162612915039, -3.6959927082061768]","[165.2620849609375, 166.6571044921875, 178.7950439453125, 151.7640380859375, 178.7950439453125, 151.7640380859375, 178.7950439453125, 155.2479248046875, 168.7459716796875, 182.2789306640625, 182.2789306640625, 153.8529052734375, 180.8839111328125, 168.745849609375, 168.7459716796875]",0
406,"[7.556947231292725, 6.211436748504639, 8.129061698913574, 7.556947231292725, 9.387873649597168, 6.211436748504639]","[9.561783790588379, -6.938350677490234, -9.080391883850098, 9.561783790588379, 11.779080390930176, -6.938350677490234]","[165.2620849609375, 151.7640380859375, 178.7950439453125, 155.2479248046875, 182.2789306640625, 168.745849609375]",0
407,"[-23.626832962036133, -26.54244613647461, -20.75919532775879, -23.626832962036133]","[1.6942400932312012, 1.0319814682006836, 1.4886066913604736, 1.6942400932312012]","[166.6571044921875, 153.8529052734375, 153.8529052734375, 180.8839111328125]",1
408,"[19.009700775146484, 24.261629104614258, 1.3843786716461182, 1.648616909980774, -6.28395414352417, 2.255282163619995, 1.3843786716461182, -6.28395414352417, -6.28395414352417, 2.2305989265441895, 2.255282163619995, 21.635665893554688]","[8.472983360290527, 10.813867568969727, 14.998746871948242, 17.8615779876709, 1.397614598274231, -6.029519557952881, 14.998746871948242, 1.397614598274231, 1.397614598274231, -6.038694858551025, -6.029519557952881, 9.643424987792969]","[153.1590576171875, 180.1900634765625, 151.7640380859375, 180.1900634765625, 165.2620849609375, 165.2620849609375, 168.745849609375, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625, 167.3509521484375]",0
409,"[11.86344051361084, 11.056549072265625, 5.16279411315918, 11.325400352478027, 13.1669282913208, 3.369286060333252, -1.2946110963821411, 4.455908298492432, 11.056549072265625, 5.16279411315918, 4.409468650817871, 5.16279411315918, 13.216647148132324, -1.2946110963821411, -1.8354557752609253, 11.548699378967285]","[2.791762113571167, 10.228960037231445, 3.845381736755371, 4.502274036407471, 12.181375503540039, 8.681622505187988, 6.305980205535889, 11.343722343444824, 10.228960037231445, 3.845381736755371, 11.361854553222656, 3.845381736755371, 12.127412796020508, 6.305980205535889, 9.129827499389648, 3.8939309120178223]","[151.7620849609375, 165.2620849609375, 165.2620849609375, 178.7930908203125, 166.6571044921875, 151.7640380859375, 165.2620849609375, 178.7950439453125, 155.2479248046875, 155.2479248046875, 168.745849609375, 182.2789306640625, 180.8839111328125, 155.2479248046875, 182.2789306640625, 168.743896484375]",0
410,"[8.036139488220215, 18.341381072998047, -9.063898086547852, -7.45106840133667, -4.46077299118042, -5.2420783042907715, -8.87326431274414, 8.036139488220215, 10.517095565795898, 18.703723907470703, 20.077831268310547, -6.744738578796387, -7.45106840133667, -6.799774646759033, -11.026537895202637, -9.750993728637695, -11.006771087646484]","[4.7056474685668945, 14.98970890045166, -15.47900676727295, -13.090473175048828, -14.38681411743164, -17.15443229675293, -15.589069366455078, 4.7056474685668945, 6.158397674560547, 14.535074234008789, 17.39100456237793, -13.46801471710205, -13.090473175048828, -13.440311431884766, -17.651504516601562, -15.055630683898926, -14.163505554199219]","[165.2620849609375, 166.6551513671875, 166.6568603515625, 151.7640380859375, 178.7950439453125, 180.1900634765625, 180.1900634765625, 155.2479248046875, 182.2789306640625, 153.8509521484375, 180.8819580078125, 168.745849609375, 168.745849609375, 168.745849609375, 180.8839111328125, 180.8839111328125, 180.8839111328125]",0
411,"[26.478038787841797, 3.6093389987945557, 4.46077299118042, -12.148747444152832, -15.014605522155762, 4.46077299118042, -15.014605522155762]","[2.1165647506713867, 11.640783309936523, 14.38681411743164, -0.9711297154426575, -1.2002167701721191, 14.38681411743164, -1.2002167701721191]","[153.1590576171875, 151.7640380859375, 178.7950439453125, 151.7640380859375, 178.7950439453125, 168.745849609375, 168.745849609375]",0
412,"[14.894072532653809, -14.63327693939209, -9.04712963104248, -6.254056453704834, -12.166068077087402, -8.980225563049316, -6.254056453704834, -20.63995933532715, -26.3422908782959, 12.079936027526855, 17.873323440551758, -11.874761581420898, -9.00009536743164, -6.254056453704834, -25.204748153686523, -23.491125106811523]","[9.996025085449219, 3.5701680183410645, -2.207282304763794, -1.5258394479751587, -0.7224646210670471, -2.465400457382202, -1.5258394479751587, -2.6743669509887695, -3.413231134414673, 8.99744701385498, 10.663228988647461, 2.7432100772857666, -2.3918495178222656, -1.5258394479751587, 8.383740425109863, -3.0437989234924316]","[166.6571044921875, 165.2620849609375, 151.7640380859375, 151.7640380859375, 178.7989501953125, 178.7950439453125, 178.7950439453125, 153.1590576171875, 180.1900634765625, 155.2479248046875, 180.8839111328125, 155.2479248046875, 168.745849609375, 168.7459716796875, 153.8529052734375, 167.3509521484375]",0
413,"[-8.610898971557617, -11.288187026977539, -11.343722343444824, 11.344876289367676, 13.51028823852539, 13.49720573425293, 17.226163864135742, -11.288187026977539, -11.306888580322266, 15.361684799194336, 13.51028823852539]","[-3.5461349487304688, -4.594777584075928, -4.455908298492432, -9.90821361541748, -11.799407958984375, -15.842524528503418, -20.219438552856445, -4.594777584075928, -4.5485639572143555, -18.030981063842773, -11.799407958984375]","[151.7640380859375, 178.7950439453125, 178.7950439453125, 151.7640380859375, 180.1900634765625, 153.1590576171875, 180.1900634765625, 168.745849609375, 168.745849609375, 167.3509521484375, 167.3509521484375]",0
414,"[10.845037460327148, 10.183646202087402, 6.2078070640563965, 9.214481353759766, -5.962808132171631, -16.74207878112793, 4.40188455581665, 2.0318241119384766, 5.457361221313477, 4.579844951629639, 4.293811798095703, 14.661995887756348, 5.445777416229248, 7.063933372497559, 10.845037460327148, 10.183646202087402, 12.86401653289795, 12.127412796020508, -5.0978875160217285, -7.688498497009277, -13.935437202453613, -21.9338436126709, 3.4183924198150635, 1.8813034296035767, 5.457361221313477, 5.1940813064575195, 6.835792064666748, 2.255282163619995, 5.368025779724121, 5.452195167541504, 11.739347457885742, 6.4170308113098145, 6.21472692489624, 9.293787956237793, 17.599956512451172]","[10.4529447555542, 11.098299980163574, 1.7042701244354248, 1.3475838899612427, 13.831985473632812, -12.363775253295898, -14.404940605163574, -6.108444690704346, -10.897356033325195, -4.523983478546143, -4.796309471130371, -3.450331687927246, -3.4329161643981934, -6.068236827850342, 10.4529447555542, 11.098299980163574, 12.500839233398438, 13.216647148132324, 11.070080757141113, 19.34029769897461, -11.294136047363281, -14.982420921325684, -11.69827938079834, -6.156468391418457, -10.897356033325195, -3.8030154705047607, -6.3241286277771, -6.029519557952881, -10.941638946533203, -17.08881187438965, -3.2745790481567383, -0.5129556655883789, 1.6788620948791504, 0.590059220790863, -3.46344256401062]","[165.2620849609375, 165.2620849609375, 178.7950439453125, 178.7950439453125, 165.2620849609375, 166.6571044921875, 165.2620849609375, 165.2620849609375, 165.2620849609375, 151.7640380859375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 178.7950439453125, 155.2479248046875, 155.2479248046875, 180.8839111328125, 180.8839111328125, 155.247802734375, 180.8839111328125, 153.8529052734375, 180.8839111328125, 155.2479248046875, 155.2479248046875, 155.2479248046875, 168.745849609375, 168.745849609375, 182.2789306640625, 182.2789306640625, 180.8839111328125, 155.2479248046875, 155.2479248046875, 168.7459716796875, 168.745849609375, 180.8839111328125]",0
